filepath,sb_id,time_uploaded_to_sb
3_summarize/out/annual_metrics_pb0.csv,5e774355e4b01d509270e2a1,2020-11-25 20:00 UTC
3_summarize/tmp/pb0_toha_01_N48.00-49.50_W89.50-97.25.zip,5e774355e4b01d509270e2a1,2020-11-25 20:00 UTC
3_summarize/tmp/pb0_toha_02_N47.00-48.00_W94.00-97.25.zip,5e774355e4b01d509270e2a1,2020-11-25 20:00 UTC
3_summarize/tmp/pb0_toha_03_N47.00-48.00_W93.00-94.00.zip,5e774355e4b01d509270e2a1,2020-11-25 20:00 UTC
3_summarize/tmp/pb0_toha_04_N45.50-48.00_W92.00-93.00.zip,5e774355e4b01d509270e2a1,2020-11-25 20:00 UTC
3_summarize/tmp/pb0_toha_05_N46.50-48.00_W89.50-92.00.zip,5e774355e4b01d509270e2a1,2020-11-25 20:00 UTC
3_summarize/tmp/pb0_toha_06_N46.00-47.00_W94.50-97.00.zip,5e774355e4b01d509270e2a1,2020-11-25 20:01 UTC
3_summarize/tmp/pb0_toha_07_N45.50-47.00_W94.00-94.50.zip,5e774355e4b01d509270e2a1,2020-11-25 20:01 UTC
3_summarize/tmp/pb0_toha_08_N45.50-47.00_W93.00-94.00.zip,5e774355e4b01d509270e2a1,2020-11-25 20:01 UTC
3_summarize/tmp/pb0_toha_09_N45.00-46.00_W94.50-97.00.zip,5e774355e4b01d509270e2a1,2020-11-25 20:01 UTC
3_summarize/tmp/pb0_toha_10_N45.00-45.50_W93.25-94.50.zip,5e774355e4b01d509270e2a1,2020-11-25 20:01 UTC
3_summarize/tmp/pb0_toha_11_N45.00-45.50_W92.25-93.25.zip,5e774355e4b01d509270e2a1,2020-11-25 20:01 UTC
3_summarize/tmp/pb0_toha_12_N43.50-45.00_W93.50-96.75.zip,5e774355e4b01d509270e2a1,2020-11-25 20:01 UTC
3_summarize/tmp/pb0_toha_13_N43.50-45.00_W91.00-93.50.zip,5e774355e4b01d509270e2a1,2020-11-25 20:01 UTC
